id_leitura,id_sensor,data_hora,valor
122,1,2025-08-12 05:23:03,5.66
123,1,2025-08-23 15:25:03,0.96
124,1,2025-09-02 00:39:03,0.29
125,1,2025-08-26 00:59:03,0.65
126,1,2025-09-04 19:02:03,1.39
127,1,2025-08-14 13:55:03,4.26
128,1,2025-08-18 07:41:03,4.93
129,1,2025-08-14 22:36:03,0.02
130,1,2025-08-15 14:30:03,1.79
131,1,2025-08-26 07:27:03,1.35
132,1,2025-08-08 16:11:03,0.63
133,1,2025-08-15 17:01:03,0.32
134,1,2025-08-22 15:57:03,1.03
135,1,2025-08-26 06:49:03,7.16
136,1,2025-08-18 20:10:03,0.98
137,1,2025-08-19 16:32:03,1.83
138,1,2025-08-14 19:00:03,3.04
139,1,2025-08-12 11:11:03,1.13
140,1,2025-08-24 22:57:03,8.92
141,1,2025-08-09 07:24:03,8.21
142,1,2025-08-28 23:14:03,0.73
143,1,2025-08-17 16:04:03,1.72
144,1,2025-08-16 15:06:03,0.89
145,1,2025-08-28 11:53:03,0.84
146,1,2025-08-23 11:02:03,0.09
147,1,2025-08-21 10:27:03,2.35
148,1,2025-08-17 21:42:03,1.75
149,1,2025-08-17 16:36:03,0.13
150,1,2025-08-08 14:57:03,0.82
151,1,2025-08-16 08:03:03,5.97
152,1,2025-08-25 16:20:03,0.68
153,1,2025-08-22 11:39:03,0.39
154,1,2025-08-20 05:25:03,1.68
155,1,2025-08-10 16:56:03,10.61
156,1,2025-08-20 05:59:03,0.69
157,1,2025-08-23 12:39:03,2.79
158,1,2025-09-05 17:47:03,3.58
159,1,2025-08-30 17:31:03,0.68
160,1,2025-08-25 17:40:03,3.26
161,1,2025-08-31 22:48:03,1.15
162,1,2025-08-22 14:49:03,2.5
163,1,2025-08-08 19:15:03,2.51
164,1,2025-08-12 19:06:03,1.92
165,1,2025-08-19 10:25:03,0.24
166,1,2025-08-15 16:09:03,4.51
167,1,2025-09-02 23:16:03,0.97
168,1,2025-08-19 15:04:03,0.52
169,1,2025-08-09 06:54:03,0.1
170,1,2025-08-12 11:31:03,2.23
171,1,2025-09-03 16:43:03,2.83
172,1,2025-08-27 07:46:03,0.04
173,1,2025-08-23 06:41:03,1.79
174,1,2025-08-21 19:44:03,0.64
175,1,2025-08-27 09:46:03,2.59
176,1,2025-09-04 03:15:03,0.48
177,1,2025-08-30 19:43:03,2.94
178,1,2025-08-12 19:25:03,1.22
179,1,2025-08-25 01:51:03,6.9
180,1,2025-09-02 18:54:03,0.37
181,1,2025-08-16 04:44:03,1.04
182,1,2025-08-19 03:20:03,0.3
183,1,2025-08-09 13:35:03,6.47
184,1,2025-08-27 09:24:03,5.25
185,1,2025-08-07 14:57:03,0.75
186,1,2025-08-31 05:00:03,2.7
187,1,2025-09-01 01:14:03,4.25
188,1,2025-08-16 12:19:03,2.03
189,1,2025-08-24 02:56:03,1.89
190,1,2025-08-27 04:12:03,0.69
191,1,2025-08-10 17:32:03,0.24
192,1,2025-08-22 13:46:03,5.69
193,1,2025-09-04 21:46:03,5.77
194,1,2025-08-21 19:59:03,2.51
195,1,2025-08-13 05:14:03,1.04
196,1,2025-08-21 05:08:03,1.07
197,1,2025-08-30 15:01:03,3.24
198,1,2025-08-21 14:56:03,5.69
199,1,2025-08-26 03:11:03,5.45
200,1,2025-08-22 09:23:03,3.78
201,1,2025-08-25 20:38:03,2.57
202,1,2025-08-21 00:03:03,0.22
203,1,2025-09-01 18:40:03,0.44
204,1,2025-08-13 08:08:03,5.72
205,1,2025-08-16 06:39:03,2.33
206,1,2025-08-26 16:21:03,0.02
207,1,2025-08-24 19:14:03,0.27
208,1,2025-08-15 11:12:03,2.72
209,1,2025-09-04 13:25:03,0.01
210,1,2025-09-02 10:43:03,0.44
211,1,2025-08-21 05:50:03,1.99
212,1,2025-08-26 00:39:03,2.94
213,1,2025-09-01 11:36:03,2.64
214,1,2025-08-07 13:33:03,0.63
215,1,2025-08-21 09:01:03,3.11
216,1,2025-08-20 14:30:03,0.68
217,1,2025-08-17 02:41:03,0.98
218,1,2025-08-27 02:40:03,3.43
219,1,2025-09-02 22:36:03,2.62
220,1,2025-09-04 03:45:03,4.73
221,1,2025-09-06 08:13:03,2.68
222,1,2025-08-22 05:05:03,2.1
223,1,2025-08-28 17:00:03,0.25
224,1,2025-08-27 15:39:03,1.15
225,1,2025-08-27 16:04:03,0.77
226,1,2025-08-17 06:32:03,0.7
227,1,2025-08-30 19:27:03,9.03
228,1,2025-08-29 01:57:03,1.25
229,1,2025-08-15 06:27:03,5.57
230,1,2025-09-06 12:45:03,2.49
231,1,2025-08-11 09:44:03,3.96
232,1,2025-08-20 11:05:03,1.75
233,1,2025-08-31 00:07:03,2.15
234,1,2025-09-05 08:27:03,1.7
235,1,2025-09-04 17:30:03,0.54
236,1,2025-08-22 19:13:03,3.2
237,1,2025-08-11 19:07:03,0.82
238,1,2025-08-18 05:39:03,0.06
239,1,2025-08-21 16:10:03,2.59
240,1,2025-08-17 18:29:03,0.49
241,1,2025-08-16 14:37:03,7.05
242,1,2025-08-14 06:03:03,7.69
243,1,2025-08-08 15:47:03,6.16
244,1,2025-08-09 15:35:03,1.16
245,1,2025-08-18 16:33:03,0.04
246,1,2025-08-29 04:05:03,6.59
247,1,2025-09-04 08:47:03,1.4
248,1,2025-08-10 20:39:03,8.5
249,1,2025-08-28 06:33:03,8.28
250,1,2025-08-26 09:47:03,4.79
251,1,2025-09-05 04:59:03,0.87
252,1,2025-09-02 17:54:03,1.22
253,1,2025-08-16 09:29:03,4.76
254,1,2025-08-25 00:31:03,0.95
255,1,2025-08-30 01:06:03,0.46
256,1,2025-08-25 17:38:03,2.03
257,1,2025-08-18 15:36:03,6.88
258,1,2025-08-14 06:18:03,2.98
259,1,2025-09-06 09:42:03,2.11
260,1,2025-08-07 19:10:03,0.26
261,1,2025-08-12 09:32:03,2.39
262,1,2025-08-26 21:29:03,11.53
263,1,2025-08-17 12:08:03,0.38
264,1,2025-08-15 13:13:03,1.83
265,1,2025-08-31 02:51:03,5.25
266,1,2025-08-28 16:31:03,3.38
267,1,2025-08-09 19:58:03,2.99
268,1,2025-09-01 21:57:03,3.03
269,1,2025-08-18 21:18:03,1.11
270,1,2025-08-13 01:40:03,0.87
271,1,2025-08-28 07:41:03,4.14
272,1,2025-08-13 14:45:03,4.15
273,1,2025-08-28 16:37:03,5.04
274,1,2025-08-31 17:15:03,6.11
275,1,2025-09-01 23:36:03,1.79
276,1,2025-09-03 15:30:03,1.74
277,1,2025-08-21 23:41:03,4.0
278,1,2025-08-27 16:31:03,2.62
279,1,2025-09-04 10:17:03,3.03
280,1,2025-08-30 12:28:03,3.97
281,1,2025-08-26 23:13:03,5.52
282,1,2025-09-01 11:32:03,1.03
283,1,2025-08-27 20:10:03,1.18
284,1,2025-08-14 18:57:03,0.25
285,1,2025-08-29 03:35:03,2.16
286,1,2025-08-28 00:42:03,0.09
287,1,2025-08-19 08:13:03,1.57
288,1,2025-08-18 19:10:03,1.96
289,1,2025-09-05 13:36:03,0.84
290,1,2025-08-20 04:00:03,2.23
291,1,2025-08-31 06:30:03,0.08
292,1,2025-08-29 14:25:03,0.1
293,1,2025-09-05 01:41:03,4.32
294,1,2025-08-18 10:26:03,1.12
295,1,2025-08-20 01:03:03,0.34
296,1,2025-08-27 13:34:03,1.85
297,1,2025-08-11 01:44:03,3.67
298,1,2025-08-20 13:12:03,0.61
299,1,2025-08-18 05:14:03,2.44
300,1,2025-08-19 21:54:03,0.22
301,1,2025-08-22 19:57:03,0.13
302,1,2025-08-22 02:19:03,1.89
303,1,2025-09-01 03:06:03,1.94
304,1,2025-08-11 05:07:03,2.54
305,1,2025-08-13 20:15:03,3.24
306,1,2025-08-14 09:51:03,9.31
307,1,2025-08-18 01:42:03,1.82
308,1,2025-08-24 23:29:03,0.98
309,1,2025-08-14 12:01:03,3.96
310,1,2025-08-17 06:48:03,0.79
311,1,2025-08-10 11:16:03,1.44
312,1,2025-08-26 10:15:03,0.2
313,1,2025-08-26 02:19:03,0.06
314,1,2025-08-22 14:31:03,8.22
315,1,2025-09-01 05:47:03,4.52
316,1,2025-08-28 18:01:03,2.98
317,1,2025-08-26 11:15:03,1.31
318,1,2025-08-10 09:07:03,0.48
319,1,2025-08-16 23:02:03,0.43
320,1,2025-08-26 16:01:03,0.72
321,1,2025-08-25 06:31:03,1.99
322,1,2025-09-03 03:05:03,3.13
323,1,2025-08-08 10:27:03,2.7
324,1,2025-09-02 17:55:03,0.82
325,1,2025-08-24 20:35:03,7.75
326,1,2025-08-29 06:06:03,3.35
327,1,2025-08-07 19:33:03,2.02
328,1,2025-08-23 13:19:03,2.37
329,1,2025-08-21 03:16:03,1.36
330,1,2025-08-25 07:05:03,0.71
331,1,2025-08-26 14:47:03,1.1
332,1,2025-09-01 00:59:03,3.55
333,1,2025-09-01 09:38:03,0.04
334,1,2025-09-04 00:01:03,0.31
335,1,2025-08-17 14:00:03,0.12
336,1,2025-08-29 18:23:03,0.1
337,1,2025-08-17 12:47:03,4.84
338,1,2025-08-19 23:14:03,3.04
339,1,2025-08-27 09:09:03,1.61
340,1,2025-08-29 15:34:03,0.26
341,1,2025-08-08 20:49:03,1.69
342,1,2025-08-25 05:51:03,1.6
343,1,2025-08-22 20:15:03,0.48
344,1,2025-08-25 22:44:03,1.42
345,1,2025-08-15 01:23:03,1.27
346,1,2025-08-28 19:37:03,2.39
347,1,2025-08-13 08:31:03,2.52
348,1,2025-09-04 20:47:03,0.12
349,1,2025-08-31 20:31:03,1.17
350,1,2025-08-08 18:34:03,2.46
351,1,2025-08-25 11:29:03,1.75
352,1,2025-09-03 11:37:03,4.85
353,1,2025-09-02 05:34:03,2.69
354,1,2025-08-08 18:43:03,0.44
355,1,2025-08-11 08:48:03,0.18
356,1,2025-09-05 19:10:03,2.57
357,1,2025-08-27 01:16:03,0.07
358,1,2025-08-13 17:20:03,2.2
359,1,2025-08-28 13:24:03,7.04
360,1,2025-08-15 19:36:03,2.14
361,1,2025-08-09 20:02:03,1.23
362,1,2025-08-19 09:16:03,2.58
363,1,2025-08-24 19:11:03,1.53
364,1,2025-08-22 10:40:03,1.97
365,1,2025-08-17 04:18:03,7.1
366,1,2025-08-28 05:46:03,1.22
367,1,2025-08-22 10:07:03,8.12
368,1,2025-08-22 21:45:03,5.89
369,1,2025-08-24 19:13:03,0.54
370,1,2025-08-20 05:02:03,0.18
371,1,2025-08-26 17:34:03,0.27
372,1,2025-08-19 00:39:03,0.05
373,1,2025-08-11 06:34:03,0.25
374,1,2025-08-28 22:49:03,2.87
375,1,2025-08-08 10:17:03,0.18
376,1,2025-09-01 02:18:03,0.96
377,1,2025-08-09 22:00:03,4.66
378,1,2025-08-23 11:22:03,0.06
379,1,2025-08-17 18:01:03,4.21
380,1,2025-09-06 03:14:03,0.83
381,1,2025-08-10 16:03:03,0.31
382,1,2025-09-06 05:00:03,2.98
383,1,2025-08-09 09:05:03,2.48
384,1,2025-08-08 23:00:03,5.25
385,1,2025-08-18 19:12:03,3.32
386,1,2025-08-16 14:52:03,4.07
387,1,2025-08-08 11:22:03,0.83
388,1,2025-09-04 19:46:03,0.49
389,1,2025-08-14 11:33:03,3.47
390,1,2025-08-18 09:40:03,4.11
391,1,2025-08-13 06:59:03,11.64
392,1,2025-08-29 02:22:03,1.33
393,1,2025-08-12 18:03:03,1.16
394,1,2025-09-02 05:07:03,3.74
395,1,2025-08-17 11:11:03,1.04
396,1,2025-08-28 17:03:03,6.68
397,1,2025-08-19 05:00:03,4.89
398,1,2025-08-24 08:02:03,1.4
399,1,2025-08-15 04:23:03,3.47
400,1,2025-09-04 02:54:03,3.51
401,1,2025-09-04 04:23:03,0.27
402,1,2025-08-12 18:13:03,5.82
403,1,2025-08-14 23:59:03,1.76
404,1,2025-08-21 16:51:03,4.38
405,1,2025-08-12 11:11:03,0.96
406,1,2025-09-02 21:11:03,5.65
407,1,2025-08-08 17:09:03,1.23
408,1,2025-08-21 17:51:03,0.03
409,1,2025-09-02 18:02:03,5.89
410,1,2025-08-24 15:03:03,0.24
411,1,2025-08-25 14:22:03,0.96
412,1,2025-08-16 13:44:03,7.49
413,1,2025-08-11 00:07:03,7.52
414,1,2025-09-03 11:50:03,2.13
415,1,2025-09-05 02:13:03,2.5
416,1,2025-08-18 14:22:03,1.49
417,1,2025-08-12 04:25:03,0.87
418,1,2025-08-21 06:31:03,1.0
419,1,2025-09-03 20:55:03,2.79
420,1,2025-08-13 01:20:03,3.49
421,1,2025-09-02 07:15:03,3.92
422,1,2025-08-09 09:58:03,3.9
423,1,2025-08-23 08:21:03,0.24
424,1,2025-08-31 19:00:03,1.71
425,1,2025-08-27 01:01:03,0.15
426,1,2025-08-24 09:52:03,1.99
427,1,2025-08-10 16:26:03,1.46
428,1,2025-08-30 13:45:03,5.47
429,1,2025-09-06 00:24:03,1.08
430,1,2025-08-23 01:49:03,0.31
431,1,2025-08-08 02:56:03,0.39
432,1,2025-08-26 15:55:03,3.58
433,1,2025-08-29 20:32:03,2.41
434,1,2025-08-12 08:23:03,0.27
435,1,2025-08-27 06:38:03,0.22
436,1,2025-08-24 00:43:03,3.02
437,1,2025-09-05 11:20:03,0.19
438,1,2025-08-28 11:16:03,4.31
439,1,2025-08-14 12:13:03,3.06
440,1,2025-08-27 08:47:03,0.21
441,1,2025-08-15 13:30:03,0.22
442,1,2025-08-31 07:00:03,10.79
443,1,2025-09-06 03:35:03,1.17
444,1,2025-08-19 20:07:03,1.16
445,1,2025-09-04 13:51:03,4.19
446,1,2025-09-01 00:56:03,7.36
447,1,2025-08-29 13:13:03,10.67
448,1,2025-08-28 16:52:03,3.5
449,1,2025-08-27 08:52:03,1.18
450,1,2025-09-03 12:15:03,0.22
451,1,2025-08-19 18:16:03,3.75
452,1,2025-08-22 05:09:03,2.04
453,1,2025-08-18 17:15:03,1.38
454,1,2025-08-11 11:46:03,5.92
455,1,2025-08-20 05:46:03,0.29
456,1,2025-08-28 01:30:03,1.7
457,1,2025-08-18 15:28:03,0.03
458,1,2025-08-28 16:42:03,1.58
459,1,2025-09-02 11:32:03,0.14
460,1,2025-09-04 07:45:03,0.32
461,1,2025-08-24 19:04:03,0.31
462,1,2025-08-22 20:33:03,2.62
463,1,2025-08-08 20:27:03,3.43
464,1,2025-08-30 01:01:03,2.19
465,1,2025-08-22 08:07:03,8.19
466,1,2025-08-15 19:44:03,1.17
467,1,2025-08-29 17:39:03,0.84
468,1,2025-08-17 04:48:03,5.07
469,1,2025-08-23 16:40:03,0.63
470,1,2025-08-19 07:18:03,8.26
471,1,2025-08-23 00:51:03,0.03
472,1,2025-08-20 06:34:03,8.76
473,1,2025-09-03 16:16:03,0.11
474,1,2025-08-20 02:52:03,5.54
475,1,2025-09-01 20:11:03,1.88
476,1,2025-08-08 00:12:03,12.39
477,1,2025-08-31 01:24:03,0.19
478,1,2025-08-16 05:48:03,2.02
479,1,2025-08-11 10:37:03,8.71
480,1,2025-08-18 12:44:03,1.85
481,1,2025-08-26 01:02:03,2.48
482,1,2025-08-29 18:46:03,2.97
483,1,2025-09-01 19:31:03,1.52
484,1,2025-08-18 11:36:03,2.47
485,1,2025-08-29 05:08:03,2.19
486,1,2025-09-05 22:36:03,5.79
487,1,2025-08-29 21:13:03,0.12
488,1,2025-08-27 22:38:03,0.82
489,1,2025-08-08 07:57:03,7.51
490,1,2025-08-11 18:45:03,5.52
491,1,2025-08-20 22:30:03,1.52
492,1,2025-08-17 15:09:03,2.42
493,1,2025-08-25 22:49:03,0.81
494,1,2025-08-18 14:52:03,0.52
495,1,2025-08-21 11:34:03,1.56
496,1,2025-09-03 00:19:03,1.09
497,1,2025-08-24 08:11:03,2.19
498,1,2025-08-29 02:02:03,0.2
499,1,2025-09-01 17:39:03,9.16
500,1,2025-08-31 17:01:03,10.71
501,1,2025-08-23 04:35:03,2.99
502,1,2025-08-26 21:52:03,1.92
503,1,2025-09-01 14:17:03,0.93
504,1,2025-08-22 14:25:03,4.2
505,1,2025-08-23 13:23:03,2.89
506,1,2025-08-28 04:43:03,0.44
507,1,2025-08-19 21:01:03,6.05
508,1,2025-08-21 12:01:03,4.32
509,1,2025-08-18 23:42:03,7.48
510,1,2025-08-18 00:55:03,3.23
511,1,2025-08-13 00:54:03,2.38
512,1,2025-08-16 07:28:03,1.35
513,1,2025-08-21 21:46:03,6.75
514,1,2025-08-12 23:42:03,5.03
515,1,2025-08-31 22:25:03,0.12
516,1,2025-08-15 23:20:03,0.07
517,1,2025-08-16 06:19:03,1.18
518,1,2025-08-17 09:27:03,4.16
519,1,2025-08-29 13:59:03,10.91
520,1,2025-08-20 03:07:03,0.41
521,1,2025-09-03 09:06:03,2.25
522,1,2025-08-31 10:09:03,1.2
523,1,2025-09-03 16:58:03,8.76
524,1,2025-08-20 10:13:03,4.61
525,1,2025-08-12 02:55:03,4.56
526,1,2025-08-16 09:08:03,1.58
527,1,2025-08-21 00:41:03,1.34
528,1,2025-08-17 21:35:03,0.8
529,1,2025-08-23 23:17:03,0.15
530,1,2025-08-15 17:06:03,5.0
531,1,2025-08-21 07:16:03,4.19
532,1,2025-08-08 04:34:03,20.0
533,1,2025-08-31 20:32:03,14.24
534,1,2025-08-13 07:22:03,2.03
535,1,2025-08-20 00:44:03,3.66
536,1,2025-08-09 14:49:03,7.24
537,1,2025-08-10 00:40:03,4.74
538,1,2025-09-01 17:31:03,0.71
539,1,2025-08-20 20:12:03,1.5
540,1,2025-08-13 07:02:03,0.35
541,1,2025-09-05 13:50:03,7.7
542,1,2025-08-29 21:17:03,2.33
543,1,2025-08-12 05:10:03,0.65
544,1,2025-08-08 02:30:03,2.78
545,1,2025-09-02 16:08:03,2.41
546,1,2025-08-20 11:41:03,1.11
547,1,2025-08-28 21:49:03,0.3
548,1,2025-08-29 08:00:03,2.78
549,1,2025-08-27 14:13:03,1.84
550,1,2025-08-23 01:15:03,3.7
551,1,2025-08-15 22:29:03,1.84
552,1,2025-08-09 21:14:03,4.78
553,1,2025-08-19 00:53:03,2.01
554,1,2025-08-29 06:55:03,2.06
555,1,2025-08-12 17:43:03,5.23
556,1,2025-08-10 12:29:03,1.29
557,1,2025-08-25 18:47:03,0.36
558,1,2025-08-29 22:14:03,0.07
559,1,2025-08-10 22:02:03,3.52
560,1,2025-09-02 19:22:03,2.42
561,1,2025-09-05 04:38:03,3.04
562,1,2025-08-09 23:40:03,0.6
563,1,2025-08-14 10:50:03,0.37
564,1,2025-08-14 08:04:03,0.04
565,1,2025-09-02 03:53:03,1.08
566,1,2025-08-21 08:59:03,2.23
567,1,2025-08-11 10:09:03,1.24
568,1,2025-08-18 20:12:03,1.44
569,1,2025-08-12 22:29:03,5.86
570,1,2025-09-01 22:40:03,1.07
571,1,2025-08-26 11:41:03,1.8
572,1,2025-09-04 03:22:03,3.83
573,1,2025-09-03 16:14:03,1.26
574,1,2025-09-04 16:35:03,2.43
575,1,2025-08-17 19:37:03,4.96
576,1,2025-08-31 07:54:03,7.47
577,1,2025-08-24 20:35:03,0.4
578,1,2025-08-28 01:11:03,6.53
579,1,2025-08-27 16:41:03,1.69
580,1,2025-08-21 01:54:03,0.75
581,1,2025-09-03 07:56:03,1.54
582,1,2025-08-27 01:30:03,9.78
583,1,2025-08-21 10:40:03,1.7
584,1,2025-09-02 10:12:03,1.0
585,1,2025-09-04 19:26:03,2.51
586,1,2025-08-10 06:54:03,0.69
587,1,2025-09-04 06:59:03,0.2
588,1,2025-08-12 01:30:03,0.34
589,1,2025-08-17 00:04:03,0.34
590,1,2025-09-05 00:20:03,0.41
591,1,2025-08-17 03:36:03,0.37
592,1,2025-08-19 14:10:03,2.56
593,1,2025-08-11 05:47:03,0.5
594,1,2025-08-14 16:39:03,1.06
595,1,2025-08-18 11:06:03,5.68
596,1,2025-08-15 10:58:03,1.61
597,1,2025-09-01 16:02:03,2.75
598,1,2025-08-10 23:06:03,0.47
599,1,2025-08-14 16:05:03,0.53
600,1,2025-08-07 16:02:03,0.1
601,1,2025-08-26 03:19:03,0.46
602,1,2025-08-28 01:11:03,0.82
603,1,2025-09-03 13:43:03,0.49
604,1,2025-08-28 22:23:03,0.23
605,1,2025-08-20 19:14:03,0.32
606,1,2025-08-09 00:46:03,1.54
607,1,2025-08-18 01:57:03,0.58
608,1,2025-08-20 15:48:03,1.13
609,1,2025-08-20 09:55:03,1.75
610,1,2025-08-28 05:02:03,2.93
611,1,2025-08-10 18:51:03,0.1
612,1,2025-08-18 04:04:03,4.02
613,1,2025-08-19 14:04:03,2.47
614,1,2025-09-04 23:50:03,0.21
615,1,2025-09-03 09:19:03,5.17
616,1,2025-08-16 13:11:03,6.34
617,1,2025-08-26 21:28:03,0.16
618,1,2025-08-12 18:28:03,0.81
619,1,2025-09-01 07:55:03,4.1
620,1,2025-08-17 18:40:03,3.45
621,1,2025-09-06 00:30:03,0.51
622,1,2025-08-14 07:51:03,0.59
623,1,2025-08-19 15:15:03,1.16
624,1,2025-08-14 00:28:03,1.66
625,1,2025-08-10 19:06:03,2.41
626,1,2025-08-10 06:15:03,1.15
627,1,2025-08-15 02:20:03,1.55
628,1,2025-08-21 13:06:03,3.44
629,1,2025-09-03 15:03:03,0.09
630,1,2025-09-02 10:50:03,0.73
631,1,2025-08-20 16:21:03,3.12
632,1,2025-08-27 12:47:03,5.64
633,1,2025-08-13 04:56:03,1.79
634,1,2025-08-28 21:03:03,1.9
635,1,2025-08-21 09:15:03,0.28
636,1,2025-08-25 20:45:03,1.48
637,1,2025-08-19 22:28:03,1.9
638,1,2025-08-30 07:45:03,0.69
639,1,2025-09-01 02:55:03,0.78
640,1,2025-08-30 00:28:03,1.18
641,1,2025-08-27 11:15:03,0.05
642,1,2025-08-11 04:58:03,0.97
643,1,2025-09-03 18:19:03,0.59
644,1,2025-08-09 08:39:03,0.99
645,1,2025-08-27 05:00:03,0.32
646,1,2025-08-22 05:10:03,5.53
647,1,2025-09-04 00:31:03,2.25
648,1,2025-08-18 22:35:03,2.84
649,1,2025-08-08 17:22:03,3.89
650,1,2025-08-11 16:52:03,1.73
651,1,2025-08-17 23:09:03,0.23
652,1,2025-09-02 17:23:03,1.93
653,1,2025-09-03 06:24:03,2.21
654,1,2025-08-08 11:46:03,3.42
655,1,2025-08-19 19:29:03,1.41
656,1,2025-09-02 18:31:03,0.34
657,1,2025-08-09 09:03:03,0.83
658,1,2025-08-15 12:28:03,1.13
659,1,2025-08-28 23:01:03,2.6
660,1,2025-08-31 03:57:03,2.11
661,2,2025-08-20 04:56:03,7.2
662,2,2025-08-15 19:21:03,11.13
663,2,2025-09-03 04:27:03,8.7
664,2,2025-08-27 09:13:03,9.03
